,title,org,desc,disabilities,homeless_housing,crisis_support,health_med,child_youth,arts_culture,edu_lit,women,advocacy,seniors,animals
384,Hospice Volunteer-Chicago and Southern Suburbs,Advocate Hospice,Volunteer services would be in a patients home or facility through out the area listed below. Offering support to the terminally ill and...,False,False,False,True,False,False,False,False,False,True,False
385,Provide Compassionate Support to brighten a Hospice Journey,Kindred Hospice,"Many of us have experienced a loss in our lives - a sibling, a parent, a grandparent, a child. Think back on that time - who supported...",False,False,False,True,False,False,False,False,False,True,False
386,Volunteer in Hospice - Make End of Life more Beautiful,Kindred Hospice,Are you an enthusiastic singer? Do you play guitar or ukulele like a star (or at least passably)? Are you crazy about coloring and love...,False,False,False,True,False,True,False,False,False,True,False
387,"Compassionate Teens, Students, and Adults Needed to Visit Hospice Patients in...",Harbor Light Hospice,Are you a compassionate and caring person? Do you have at least 2 hrs. in the week or weekend to help? Empathetic volunteers will serve...,False,False,False,True,False,False,False,False,False,True,False
388,Experienced Beverage and Drink Server,Mental Health Association GC (MHAGC),This is for our fall fundraiser - date and location in the works- and we need some help. We need someone to mix and serve the drinks and...,False,False,False,True,True,False,False,False,False,False,False
389,Event Planning volunteer,Mental Health Association GC (MHAGC),MHAGC Event Planner Overview The MHAGC Event Planning role is for individuals who enjoy planning events and working to make them...,False,False,False,True,True,False,False,False,False,False,False
390,Membership Drive Volunteer,Mental Health Association GC (MHAGC),Volunteers make calls and assist potential members - both members and referral service members - with setting up a pledge or directing...,False,False,False,True,True,False,False,False,False,False,False
391,Volunteers needed for Senior companionship.,Great Lakes Caring Hospice,"Make a real difference in someone's life! Great Lakes Caring/Elara Hospice, a leading care provider in the Midwest, is looking for...",False,False,False,True,False,True,False,False,False,True,False
392,Volunteers companionship needed for the elderly,Great Lakes Caring Hospice,"Make a real difference in someone's life! Great Lakes Caring/Elara Hospice, a leading care provider in the Midwest, is looking for...",False,False,False,True,False,True,False,False,False,True,False
393,Physical Therapy Office Clerical Assistance,Cantata Adult Life Services,Cantata Adult Life Services is a nonprofit organization committed to the changing needs of the community and our campus. We continue to...,False,False,False,True,False,False,False,False,False,True,False
394,Nursing Unit Clerk,Cantata Adult Life Services,Cantata Adult Life Services is a nonprofit organization committed to the changing needs of the community and our campus. We continue to...,False,False,False,True,False,False,False,False,False,True,False
395,Pediatrics Child Life Volunteer,Loyola University Health System,A volunteer’s role in Child Life is to bring a smile and lend a helping hand in ways that increase the comfort and care provided to...,False,False,False,True,True,True,False,False,False,False,False
396,Child Life Playroom,Loyola University Health System,A volunteer’s role in Child Life is to bring a smile and lend a helping hand in ways that increase the comfort and care provided to...,False,False,False,True,True,True,False,False,False,False,False
397,Intern - Operations,Solidarity Bridge,Summary: The Operations Intern (OI) has a central role in supporting the day-to-day administrative needs of the office and staff....,False,False,False,True,False,False,False,False,False,False,False
398,St. Jude Volunteer Office Administrative Assistant,ALSAC/St. Jude Children's Research Hospital,Position Title: Volunteer Office Administrative Assistant Position Purpose: To support the St. Jude mission & vision and provide the...,False,False,False,True,True,False,False,False,False,False,False
399,"Patient Visit Volunteer and Friend in Morton Grove, Niles, Skokie Area","KINDRED HOSPICE, formerly Gentiva Hospice",Kindred Hospice is seeking volunteers to provide companionship and support to patients with life-limiting illnesses and their families in...,False,False,False,True,False,False,False,False,False,True,False
400,Volunteers--- Patient Ambassador @ Amita Health Saint Francis Hospital Evanston,Amita Health Saint Francis Hospital Evanston,Volunteer at Amita Health Saint Francis Hospital Evnston and become part of a special group of people who care! Volunteers who care are...,False,False,False,True,False,False,False,False,False,False,False
401,Help deliver meals to area seniors!,"norVOLution, Norwood's Volunteer Revolution","Do you have extra time on your hands? Have a desire to help others? Norwood Seniors Network, located in the Norwood Park neighborhood, is...",False,False,False,True,False,False,False,False,False,False,False
402,Bring a Smile to a Hospice Patient!,Heartland Hospice,"Volunteers are the HEART of Heartland Hospice! We are looking for special individuals who live in oak Lawn, Burbank and surrounding...",False,False,False,True,False,False,False,False,False,True,False
403,Hospice Vigil Volunteers Needed,Heartland Hospice,Our number one goal at Heartland Hospice is to ensure no one dies alone. A hospice Vigil Volunteer is one of Heartland's most special and...,False,False,False,True,False,False,False,False,False,True,False
404,Hospice Vigil Volunteers Needed,Heartland Hospice,Our number one goal at Heartland Hospice is to ensure no one dies alone. A hospice Vigil Volunteer is one of Heartland's most special and...,False,False,False,True,False,False,False,False,False,True,False
405,Hospice Vigil Volunteers Needed,Heartland Hospice,Our number one goal at Heartland Hospice is to ensure no one dies alone. A hospice Vigil Volunteer is one of Heartland's most special and...,False,False,False,True,False,False,False,False,False,True,False
406,Hospice Vigil Volunteers Needed,Heartland Hospice,Our number one goal at Heartland Hospice is to ensure no one dies alone. A hospice Vigil Volunteer is one of Heartland's most special and...,False,False,False,True,False,False,False,False,False,True,False
407,Share your pets unconditional love with a Hospice patient,Heartland Hospice,Volunteers are the HEART of Heartland Hospice! We are looking for more pet therapy teams to join our growing team of amazing volunteers!...,False,False,False,True,False,False,False,False,False,True,False
408,No Veteran Dies Alone!,Heartland Hospice,"Through our Veterans Companion Program, Veterans will have the unique ability to support other Veterans who are terminally ill. Heartland...",False,False,False,True,False,False,False,False,False,True,False
409,Volunteer Thrift Shop Associate,"norVOLution, Norwood's Volunteer Revolution",The nonprofit Norwood Life Society Thrift Shop has been a part of the fabric of the Norwood Park community for over 30 years. People know...,False,False,False,True,False,False,False,False,False,True,False
410,Volunteer - Supply Chain,Solidarity Bridge,"Solidarity Bridge for the past 20 years has been partnering with medical communities in Bolivia to increase access to safe, essential,...",False,False,False,True,False,False,False,False,False,False,False
411,Companion Volunteer-Hospice-Park Ridge,Transitions Hospice,Make a difference in the life of someone nearing the end of their journey. Hospice Volunteers needed to provide companionship and...,False,False,False,True,False,False,False,False,False,True,False
412,Auxiliary Board member(volunteer),SUBURBAN PRIMARY HEALTH CARE COUNCIL,The Suburban Primary Health Care Council is seeking interested candidates who are passionate about making a difference in the community...,False,False,False,True,False,False,False,False,False,False,False
